Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
inclosure_desc;Inclosure is the process which was used in order to end some traditional rights, such as mowing meadows for hay, or grazing livestock on land which is owned by another person. Under inclosure, such land is fenced and deeded or entitled to one or more owners. By the 19th century, unenclosed commons had become largely restricted to rough pasture in mountainous areas and in relatively small parts of the lowlands.;;;;;;;x
regenerative_forestry;Regenerative Forestry;;;;;;;x
regenerative_forestry_desc;New methods of harvesting our nation's forests must be undertaken, in order to ensure that these resources remain sustainable as techniques for harvesting lumber become more advanced.;;;;;;;x
spinning_jenny;Spinning Jenny;;;;;;;x
spinning_jenny_desc;The spinning jenny is a multi-tool spinning frame. The device reduced the amount of work needed to produce yarn, with a worker able to work eight or more spools at once. It advanced the efficiency of the textile industry a great deal, and was one of the driving forces behind the Industrial Revolution in many textile-based countries.;;;;;;;x
seafood_packing;Seafood Packing;;;;;;;x
seafood_packing_desc;The ability to preserve seafood was the first step in permitting such food to reach parts of the country that did not live by the coast, thereby assisting in the growth of large urban centers.;;;;;;;x
combine_harvesters;Powered Combine;;;;;;;x
combine_harvesters_desc;With George Stockton Berry's use of a steam engine in a combine harvester, the potential harvest of a single worker increased dramatically.;;;;;;;x
mechanized_farming_equipment;Mechanized Farming Equipment;;;;;;;x
mechanized_farming_equipment_desc;Traditional methods of harvest are slowly being discarded as new, mechanical inventions are being produced. These will greatly speed up a farm's harvest, and allow the individual farm to cover much greater area than ever before.;;;;;;;x
mechanised_plantations;Mechanized Plantations;;;;;;;x
mechanised_plantations_desc;The introduction of mechanization to plantations allowed for harvesting to occur more rapidly, and for far more land to be manageable by the individual farmer. This freed up a great deal of labor, and led to the growth of urban centers.;;;;;;;x
traction_engines;Traction Engines;;;;;;;x
traction_engines_desc;The traction engine is a self-propelled steam engine. Developed in the mid-nineteenth century, they were slow, heavy, and not very manouverable. However, they provided a clear revolution in road haulage of agricultural and forest products, replacing draught animals as the primary movers. Traction engines also could be used to provide a localized power source, and smaller versions were later produced that could plough fields without sinking into the soil.;;;;;;;x
industrial_farming;Industrial Farming;;;;;;;x
industrial_farming_desc;The notion of a farm being the province of a single family or landowner is slowly becoming a thing of the past. The production of food is an industry, and the cost of farm machinery simply beyond the means of many. Large businesses are stepping in, creating industrial farms that are more akin to factories than anything else.;;;;;;;x
industrial_livestock_husbandry;Industrial Livestock Husbandry;;;;;;;x
industrial_livestock_husbandry_desc;The old ways of ranching and livestock raising have become inadequate to supply the growing population. Large businesses are stepping in, creating large-scale operations that are more akin to factories than anything else.;;;;;;;x
tree_plantations;Tree Plantations;;;;;;;x
tree_plantations_desc;The development of plantations specifically created for tree harvesting reduced the reliance on naturally-occurring forests for exploitation.;;;;;;;x
mechanized_wells;Mechanized Oil Wells;;;;;;;x
mechanized_wells_desc;The ability to pump oil from the ground through automated machinery has greatly increased the capacity of the individual well. Already production has begun to skyrocket.;;;;;;;x
advanced_drilling_techniques;Advanced Drilling Techniques;;;;;;;x
advanced_drilling_techniques_desc;New methods of pumping oil from the ground are becoming available, meaning that oil can be harvested in a far more efficient manner.;;;;;;;x
brixham_trawlers;Brixham Trawlers;;;;;;;x
brixham_trawlers_desc;Named for the British town where they were developed and built, Brixham Trawlers represented a giant leap forward in the design of fishing vessels. A wooden sailing ship made for deep-sea fishing, its sleek design and tall rigging gave it great speed. Brixham fishermen could travel to the fishing grounds and back in record time. This allowed them to make a bigger catch and bring it to market faster. The design was copied all over the world.;;;;;;;x
coal_powered_fishing_trawlers;Coal Powered Fishing Trawlers;;;;;;;x
coal_powered_fishing_trawlers_desc;As coal became the engine of industrialization, its use became more and more predominant at sea as well.;;;;;;;x
turbine_driven_trawlers;Turbine Driven Trawlers;;;;;;;x
turbine_driven_trawlers_desc;With new turbines added to trawlers across the country, who needs actual fishermen?;;;;;;;x
oil_powered_fishing_trawlers;Oil Powered Fishing Trawlers;;;;;;;x
oil_powered_fishing_trawlers_desc;Blue Water fishing fleets followed the merchant marines and navies of the world in transitioning from coal to oil for fueling.;;;;;;;x
zacherlin;Zacherlin;;;;;;;x
zacherlin_desc;Zacherlin is an industrial pesticide first mass-produced in Austria by Johann Zacherl around 1855. Its formula was based on a centuries-old process from the Middle East for extracting a natural insecticide from the dried head of the flower Chrysanthenum cinerariifolum.;;;;;;;x
rotenone;Rotenone;;;;;;;x
rotenone_desc;Rotenone is an odourless chemical which is naturally derived from several species of tropical and subtropical plants. It was first isolated in 1895 by the French Botanist Emmanuel Geoffroy. It became a key component in many industrial insecticides and pesticides.;;;;;;;x
ddt;DDT;;;;;;;x
ddt_desc;Short-form for dichlorodiphenyltrichloroethane, DDT was first synthesized in the early 1870s. Its insecticidal and pesticidal properties were realized in the first half of the twentieth century, when their industrial production and use skyrocketed.;;;;;;;x
alite;Alite;;;;;;;x
alite_desc;Alite is a name for tricalcium silicate. It is the major, and characteristic, mineral phases in Portland cement.;;;;;;;x
portland_cement;Portland Cement;;;;;;;x
portland_cement_desc;Portland cement is the most common type of cement in general use around the world because it is a basic ingredient of concrete, mortar, stucco and most non-specialty grout.;;;;;;;x
mechanized_sawmills;Mechanized Sawmills;;;;;;;x
mechanized_sawmills_desc;The introduction of steam power to the operations of sawmills allowed for a greater level of mechanization. Mills could be located far from water with the addition of rail connections. Mechanized Sawmills saw greater efficiency as the scrap waste from lumber production could be used to fuel the boilers. Increased factory costs came with the gains in efficiency however.;;;;;;;x
diode;Diodes;;;;;;;x
diode_desc;In electronics, a diode is a two-terminal electronic component with asymmetric transfer characteristic, with low (ideally zero) resistance to current flow in one direction, and high (ideally infinite) resistance in the other. Diodes were the first semiconductor electronic devices.;;;;;;;x
triode;Triodes;;;;;;;x
triode_desc;A triode is an electronic amplification device having three active electrodes. The term most commonly applies to a vacuum tube (or valve in British English) with three elements: the filament or cathode, the grid, and the plate or anode. The triode vacuum tube was the first electronic amplification device, which propelled the electronics age forward,  by enabling amplified radio technology and long-distance telephony.;;;;;;;x
tetrode;Tetrodes;;;;;;;x
tetrode_desc;A tetrode is an electronic device having four active electrodes. The term most commonly applies to a two-grid vacuum tube. It has the three electrodes of a triode and an additional screen grid which significantly changes its behaviour.;;;;;;;x
crystal_radio;Crystal Radio;;;;;;;x
crystal_radio_desc;A crystal radio receiver, also called a crystal set or cat's whisker receiver, is a very simple radio receiver, popular in the early days of radio. It needs no battery or power source and runs on the power received from radio waves by a long wire antenna. It gets its name from its most important component, known as a crystal detector, originally made with a piece of crystalline mineral such as galena.;;;;;;;x
valve_radio_sets;Valve Radio Sets;;;;;;;x
valve_radio_sets_desc;With the discovery that triode valves could amplify signals it was soon noticed that they would also oscillate, a fact that was exploited in generating signals. Once the triode was established as an amplifier it made a tremendous difference to radio receiver performance as it allowed the incoming signals to be amplified. This gave significant improvements in the levels of gain that could be achieved, greatly increasing selectivity, enabling this type of receiver to outperform all other types of the era.;;;;;;;x
carbon_transmitter;Carbon Transmitter;;;;;;;x
carbon_transmitter_desc;Before the proliferation of vacuum tube amplifiers in the 1920s, carbon transmitters were the only practical means of obtaining high-level audio signals, and were widely used in telephone systems. Their low cost, inherently high output and "peaked" frequency response characteristic were well suited for this application", and their use in new telephone installations continued up to the 1980s, long after they had been replaced by other types of microphones in other applications.";;;;;;;x
candlestick_telephone;Candlestick Telephone;;;;;;;x
candlestick_telephone_desc;The candlestick telephone is a style of telephone that was common from the late 1890s to the 1930s. Also known as a desk stand, upright, or a stick phone, it came with or without a rotary dial, and with a ringer box.;;;;;;;x
bullough_n_kenworthys_lancashire_loom;Bullough and Kenworthy's Lancashire Loom;;;;;;;x
bullough_n_kenworthys_lancashire_loom_desc;The Lancashire Loom was invented in 1842 by James Bullough and William Kenworthy. It was a culmination of several advances made to the Roberts Power Loom from 1830, it was a semi-automatic loom with a single-stop action for changing shuttles. It incorporated an improved automatic filling process and better temples to smooth the edges of the fabric. A Lancashire Loom could increased the productivity of a weaver by a factor of twelve times compared to an existing Cartwright Loom.;;;;;;;x
machine_made_steel_cans;Machine-Made Steel Cans;;;;;;;x
machine_made_steel_cans_desc;A cumulative process of inventions and improvements have enabled canning factories to mechanize the production of cans and replace the tinned wrought-iron used with cheap steel. These new cans were smaller and could be produced in greater quantities to meet a growing demand.;;;;;;;x
double_seams;Double Seams;;;;;;;x
double_seams_desc;Double Seams were invented in 1888 by Max Ams. A double seam uses advanced metal rolling techniques to create a double-edged seal between the rolled tin plate lids and the body of the can. Double Seaming provided an air-tight lid to keep micro-organisms out. It also removed the need to use solder as a sealant, thus making steel cans cheaper and faster to produce.;;;;;;;x
lombard_and_holts_continuous_track;Lombard and Holt's Continuous Track;;;;;;;x
lombard_and_holts_continuous_track_desc;Alvin Lombard patented an effective continuous track system in 1901. This method of vehicle propulsion consisted of an interlocking band of hardened metal plates rotating around two or more wheels. Benjamin Holt acquired the patent in 1905 and began mass production. Holt later trademarked his system as Caterpillar Tracks" after soldiers likened it to the movements of a caterpillar. Holt's track system was one of the key elements in the development of construction equipment and tanks.";;;;;;;x
mercerization;Mercerization;;;;;;;x
mercerization_desc;Mercerization is a chemical process developed by Englishman John Mercer in 1844. He developed a chemical treatment for cotton using sodium hydroxide. Mercerization strengthened the fibres and made them easier to dye. H.A. Lowe modernized and popularized Mercer's treatment in the 1890s, producing cotton fabric with a lustrous appearance.;;;;;;;x
rosendale_cement;Rosendale Cement;;;;;;;x
rosendale_cement_desc;Rosendale cement generally refers to a type of natural cement that was produced in and around Rosendale,New York from argillaceous limestone,but is a term that has had different definitions at different times. The fast-setting Rosendale natural cement mortars proved to be more efficient than the mortars based on lime and sand. Because of its reputation,Rosendale Cement" has also been used as both a trade name and as a generic term referring to natural hydraulic cements produced elsewhere.;;;;;;;x
vacuum_distillation;Vacuum Distillation;;;;;;;x
vacuum_distillation_desc;Vacuum distillation is a process for separating hydrocarbons using pressure. The liquid hydrocarbons are channeled into the lower portion of the distillation column at a temperature no greater than 370 degrees Celsius at an absolute pressure. The pressure in the column increases gradually from the top of the column to the bottom. The hydrocarbons evaporate and are piped out at various levels whenever the atmospheric pressure above the hydrocarbon to be distilled is lower than its vapor pressure. Vacuum distillation increases the relative volatility of the components, making the separation process quicker.;;;;;;;x
fractional_distillation;Fractional Distillation;;;;;;;x
fractional_distillation_desc;Fractional Distillation is a process of separating crude oil into various fractions of hydrocarbons. The Crude Oil is heated to a temperature between 350 and 370 degrees Celsius which causes vaporization. The gas is then fed into a fractional distillation column, which is made up of several trays and outflowing channels. As the vapour rises, it cools according to its boiling point. The fractions with high boiling points condense into the lower trays;;;;;;;x
fluid_catalytic_cracking;Fluid Catalytic Cracking;;;;;;;x
fluid_catalytic_cracking_desc;Fluid Catalytic Cracking is the most significant of the refining processes. It converts the high-boiling components of heavy crude oils into low-boiling, high-octane components such as gasoline and aviation fuels.;;;;;;;x
bergius_process;Bergius Process;;;;;;;x
bergius_process_desc;The Bergius Process is a chemical process developed by German chemist Friedrich Bergius in 1913. The Bergius Process diectly converts coal to useful synthetic fuels. Once finely ground, the coal is dried by the addition of hot gas. Heavy oil is recycled from the process and added to the mixture. A catalyst may also be introduced to trigger or speed up the conversion reaction. Bergius received the Nobel Prize in 1931 for his work in high pressure chemistry.;;;;;;;x
fischer_tropsch_process;Fischer-Tropsch Process;;;;;;;x
fischer_tropsch_process_desc;The Fischer Tropsh Process was developed at the Kaiser-Wilhelm-Institut fur Kohlenforschung in 1925 by German chemists Franz Fischer and Hans Tropsch. The Fischer-Tropsch Process indirectly produces synthetic oils and fuels via a series of reactions. Coal or Natural Gas is converted to a gaseous state, and then reacts with a mixture of Carbon Monoxide and Hydrogen to produce various hydrocarbon products. Nazi Germany used this process extensively in the Second World War to convert their abundant coal stocks into replacement fuels after they were cut off from most natural sources of oil.;;;;;;;x
synthetic_cement;Synthetic Cement;;;;;;;x
synthetic_cement_desc;'Natural' cement,namely cement that does not use chemical processes to make the result more durable,began to fall out of use with the production of modern concrete. A veriety of synthetic brands has developed and has resulted in a burgeoning construction industry.;;;;;;;x
alfred_nobel;Alfred Nobel;;;;;;;x
alfred_nobel_desc;Alfred Bernhard Nobel was a Swedish chemist, engineer, innovator, and armaments manufacturer. He is the inventor of dynamite, and in his last will he used his enormous fortune to institute the Nobel Prizes.;;;;;;;x
basic_ship_building_R&D;Basic Ship Building R&D;;;;;;;x
basic_ship_building_R&D_desc;early production techniques were aided by increasing ship research.;;;;;;;x
improved_ship_building_R&D;Improved Ship Building R&D;;;;;;;x
improved_ship_building_R&D_desc;With advanced warships came advanced supply output.;;;;;;;x
late_colonial_ships;Late Colonial Ships;;;;;;;x
late_colonial_ships_desc;Ships with ever increasing naval ranges meant new methods of supply manufacture had to be devised.;;;;;;;x
early_modern_oil_ship;Early Modern Oil Ship;;;;;;;x
early_modern_oil_ship_desc;New advances in mobile refueling soon gave way to new advances in naval supply production.;;;x, too!;Los nuevos avances en el reabastecimiento de combustible móvil pronto dieron paso a nuevos avances en la producción de suministros navales.;;;Spanish Loc;;;;;;;x
ship_artillery_making;Ship Artillery Production;;;;;;;x
ship_artillery_making_desc;The massive cannons required on warships ultimately led to more improvements in artillery production overall.;;;x, resulting in more stable and fruitful marital unions.;Los ca?ones masivos requeridos en los buques de guerra finalmente llevaron a más mejoras en la producción de artillería en general.;;;Spanish Loc;;;;;;;x
ship_cannon_building;Ship Cannon Building;;;;;;;x
ship_cannon_building_desc;As naval weaponry became larger and larger, so did its means of production.;;;;;;;x
late_colonial_armaments_industry;Late Colonial Armaments Industry;;;;;;;x
late_colonial_armaments_industry_desc;Colonial ventures required arms production, but standard procedures often fell short. Thus, new methods were devised.;;;;;;;x
modern_armaments_industry;Modern Armaments Industry;;;;;;;x
modern_armaments_industry_desc;The modern armaments industry saw impressive gains in arms production.;;;;;;;x
interruptor_gears;Interruptor Gears;;;;;;;x
interruptor_gears_desc;These were inventions which enabled machine guns to be mounted in front of the cockpit of the airplane to give it real combat power for the first time. One type of gear synchronized the firing of the guns with the spinning arc of the propellers to prevent them being shot off. The second or true interruptor gear developed with bombers prevented the guns from firing if any part of the plane would take a hit.;;;;;;;x
medium_tanks;Medium Tanks;;;;;;;x
medium_tanks_desc;The Medium tank was developed in the interwar period to correct the design deficiencies and lack of speed of the early heavy tanks and the mobile yet underarmoured and outgunned light tanks. Medium tanks featured a main gun of between 37 and 76 millimetres to give it a more than adequate punch. At the same time, they were built with 360 degree revolving turrets and usually armed with at least one machine gun to provide defence from infantry attacks. They were built to specific designs with thicker armour than light tanks and with a lower profile, increasing their ability to survive on the battlefield.;;;;;;;x
sanitation;Sanitation;;;;;;;x
sanitation_desc;It was not until the development of sanitation that the presence of waste and sewage in cities was even considered to be a health issue. Once methods were introduced to remove waste and keep the streets clean, it became possible for rodent infestations to be reduced in size and for cities to rapidly grow.;;;;;;;x
prophylactics;Prophylactics;;;;;;;x
prophylactics_desc;The invention of modern methods of voluntary birth control are having a profound effect on the national birth rate, as citizens (particularly the wealthy) are able to exert far more control over when and how often they have children.;;;;;;;x
cholera_vaccine;Cholera Vaccine;;;;;;;x
cholera_vaccine_desc;A vaccine has been developed which should stop the spread of cholera in our country, and which indeed should be a blow against the affliction throughout the world.;;;;;;;x
defamation_of_women;Defamation of Women;;;;;;;x
defamation_of_women_desc;A cultural shift has begun which assigns to women a lesser status than that of men, even beyond their traditional inability to partake in politics. Common thought is that women are lesser creatures, best suited as chattel and as producers of children.;;;;;;;x
thomas_robert_malthus;Thomas Robert Malthus;;;;;;;x
thomas_robert_malthus_desc;Thomas Robert Malthus was a British scholar, influential in political economy and demography. Malthus popularised the economic theory of rent.;;;;;;;x
floating_international_exchange_rates;Floating International Exchange Rates;;;;;;;x
floating_international_exchange_rates_desc;In a Floating Exchange Rate region, the value of the currency is set by supply and demand in the international markets. This is measured freely against the currencies of other countries. The Central Bank may intervene in cases of rapid and extreme movement by the currency price in either direction. It buys or sells from its own currency reserves to stabilize the value.;;;;;;;x
monetization_of_debt;Monetization of Debt;;;;;;;x
monetization_of_debt_desc;By monetizing the debt, the Central Bank could artificially decrease the fiscal deficit and increase the money supply of the country. It would print new money and use it to purchase public debt instruments (bonds and bills) issued by the Treasury. This has the effect of moving the debt off of the public balance sheet, with the Central Bank remitting the balance of the interest earnings back to the Treasury on a regular basis.;;;;;;;x
psychological_intelligence;Psychological Intelligence;;;;;;;x
psychological_intelligence_desc;This is the concurrent development to Experimental Psychology that focuses on the use of measurement and mathematics to classify individuals by their development. Beginning with Sir Francis Galton and continuing through Alfred Binet, Charles Spearman, and others, the study of intelligence would produce many different ways of measuring the mental abilities of people. Intelligence theorists would propose methods by which individuals and society could improve itself;;;;;;;x
alfred_binet;Alfred Binet;;;;;;;x
alfred_binet_desc;Alfred Binet was a French psychologist who pioneered the use of standardized testing to measure individual differences in intelligence. The French government commissioned Binet and his student Theodore Simon to develop a test in 1899 to differentiate 'retarded' from 'normal' children. The Simon-Binet test divided intelligence into several areas and measured each with a battery of questions. Questions considered to measure higher ability were those answered more often by students whom their teachers had rated highly. Binet also believed that intelligences were inherited, but improvable by education. His test assigned a single 'mental-level' score to each subject based on their test results.;;;;;;;x
charles_spearman;Charles Spearman;;;;;;;x
charles_spearman_desc;Charles Spearman was a British psychologist and mathematician. Spearman criticized Galton's tests as being too simple to measure intelligence. He preferred Binet's test, but criticized the use of a universal number to characterize different areas of intelligence. He developed the process of factor analysis, measuring correlations between performance in different test areas. He proposed two underlying factors 'g' for general intelligence to explain the correlations and 's' for specific abilities to explain the imperfections in his correlations. His 'g'factor was not a concrete number, but he too believed in the heritability of intelligence.;;;;;;;x
eugenics;Eugenics;;;;;;;x
eugenics_desc;An outgrowth from Darwinistic ideas on natural selection and trait theories and from the studies in intelligence measurement, Eugenics was concerned with the mental and physical traits found in society and a response to the weaknesses found. Positive eugenics encouraged family programs, social welfare, and the importance of education in the desirability of breeding to increase the appearance of positive traits. Negative eugenics argued for the need to remove weak traits by removing undesirable elements, leading to sterilization and even extermination of target groups.;;;;;;;x
sigmund_freud;Sigmund Freud;;;;;;;x
sigmund_freud_desc;Sigmund Freud was an Austrian psychologist who founded the discipline of Psychoanalysis. Freud focused on the unconscious mind, dividing it into the id, ego, and superego. Freud believed that unconscious motivations guided the behaviour of his patients and these need to be identified by looking for thoughts and actions that did not fit normal explanation. Manifestation of sexual and aggressive drives were most likely explanations for the differences observed in personality.;;;;;;;x
carl_jung;Carl Jung;;;;;;;x
carl_jung_desc;Carl Jung was a Swiss psychiatrist and contemporary of Freud. Jung proposed a second, deeper level of collective unconscious, where a number of universal personality types known as archetypes were formed from patterns of emotions and experiences. Jung pioneered dream analysis, arguing that archetypes, complexes and motives manifested themselves through dreams. He was influential in developing the concepts of synchronicity, introversion and extraversion.;;;;;;;x
cinematographic_propaganda;Cinematographic Propaganda;;;;;;;x
cinematographic_propaganda_desc;The advent of cinema has allowed the rapid spread of 'propaganda films', allowing a government the ability to sway large groups of people with messages conveyed through film.;;;;;;;x
auguste_comte;Auguste Comte;;;;;;;x
auguste_comte_desc;Isidore Auguste Marie Francois Xavier Comte was a french philosopher who founded the political and philosophical movement known as Positivism. He is best known for his six-volume work 'TheCourse on Positive Philosophy (1830-1842)' in which he described a law of three stages in the development of the human mind and developed a unifying philosophy of science. Comte's law was a progressive process. The human mind begins by seeking answers to its questions in theology. Mental development passes through a transition stage to a 'positive' or final state, where supernatural or abstract causes are rejected in favour of seeking answers through scientific laws. His accompanying philosophy of science was influential for decades after his death. Within the positivist framework, the interrelation of the various branches of sciences is maintained despite their increasing divergence and level of specialization.;;;;;;;x
th_huxley;Thomas Henry Huxley;;;;;;;x
th_huxley_desc;Thomas Henry Huxley was an English biologist, nautral scientist and social thinker. Huxley became a passionate adherent and defender of Charles Darwin and the concept of Evolution after reading Darwin's 'Origin of Species.' He famously defeated Archbishop Samuel Wilberforce in an 1860 debate on the Theory of Evolution. Huxley promoted the development of scientific education over religious traditions, coining the term 'agnostic' for his beliefs. He founded the X-Club in 1869 with a group of likeminded scientists and researchers. The X-Club would go on to found the scientific journal Nature in 1869, which still publishes today.;;;;;;;x
franz_boas;Franz Boas;;;;;;;x
franz_boas_desc;Franz Boas was a German-American anthropologist, a pioneer of modern anthropology who has been called the "Father of Modern Anthropology". He applied the scientific method to the study of human cultures and societies. Previously this discipline was based on the formulation of grand theories around anecdotal knowledge.;;;;;;;x
marcel_mauss;Marcel Mauss;;;;;;;x
marcel_mauss_desc;Marcel Mauss was a French sociologst. Mauss' academic work traversed the boundaries between sociology and anthropology. Today, he is perhaps better recognised for his influence on the latter discipline, particularly with respect to his analyses of topics such as magic, sacrifice and gift exchange in primitive cultures.;;;;;;;x
branislaw_malinowski;Bronislaw Malinowski;;;;;;;x
branislaw_malinowski_desc;Bronislaw Kasper Malinowski was a Polish anthropologist, widely considered one of the most important modern anthropologists, and also influential in structural functionalist sociology. His pioneering ethnographic fieldwork made a major contribution to the study of Melanesia and of phenomena relating to reciprocity.;;;;;;;x
emile_dirkheim;Emile Durkheim;;;;;;;x
emile_dirkheim_desc;David Emile Durkheim was a French sociologist. He formally established the academic discipline and, with Karl Marx and Max Weber, is commonly cited as the principal architect of modern social science.;;;;;;;x
max_weber;Max Weber;;;;;;;x
max_weber_desc;Karl Emil Maximilian Weber was a German sociologist and political economist who profoundly influenced social theory, social research, and the discipline of sociology itself. Weber's major works dealt with the rationalization and "disenchantment" he associated with the rise of capitalism and modernity.;;;;;;;x
ferdinand_de_saussure;Ferdinand de Saussure;;;;;;;x
ferdinand_de_saussure_desc;Ferdinand de Saussure was a Swiss linguist whose ideas laid a foundation for many significant developments in linguistics in the 20th century. Saussure is widely considered to be one of the fathers of modern linguistics.;;;;;;;x
nitrate_extraction_process;Nitrate Extraction Process;;;;;;;x
nitrate_extraction_process_desc;As the understanding of chemistry increases, so too does our ability to extract needed nitrates advance.;;;;;;;x
bituminous_coal_for_coking;Bituminous Coal for Coking;;;;;;;x
bituminous_coal_for_coking_desc;Bituminous coal is a soft form of coal, usually appearing black or dark brown with bright and dark streaks running through deposits. A sedimentary rock formed by compression of peat materials, Bituminous Coal became favoured for use as coking coal in iron and steel production.;;;;;;;x
deep_shaft_mining;Deep Shaft Mining;;;;;;;x
deep_shaft_mining_desc;Improvements in lighting, transport, and air circulation technology in the latter half of the 19th century allowed shaft mines to reach deeper into the earth than ever before. This permitted a great extraction of mineral resources from the veins in which they were found.;;;;;;;x
motor_housing_insulation;Motor Housing Insulation;;;;;;;x
motor_housing_insulation_desc;Early electric motors were prone to sparking. This made the use of electric tools and machinery unsafe for underground mining due to the greatly increased possiblity of starting underground fires and explosions. American mining engineer Henry Beecher Dierdorff invented insulation that could be tightly wrapped around the housing of the electric motor to prevent sparks. This allowed for the safe use of electric cutting tools in the mines for the first time.;;;;;;;x
modern_mine_hoists;Modern Mine Hoists;;;;;;;x
modern_mine_hoists_desc;These are hoists with cables and framing made from steel. Powered by electric winding engines, they could raise and lower greater loads from mining shafts. Mines could operate faster and deeper than before, while the electric engine enabled rapid stoppage and reversing of the hoist.;;;;;;;x
conveyor_belt;Conveyor Belt;;;;;;;x
conveyor_belt_desc;The conveyor belt consisted of two pulleys with a continuous loop of material, powered by a motor transmission. The engineering firm Sandvik of Sweden was producing steel conveyor belts by 1891. Thomas Robins developed a conveyor belt that replaced expensive steel with rubber. In 1905, Thomas Sutcliffe patented the first conveyor belt for use underground. The conveyor belt made it easy to transport ores out of the mines, and was soon adopted by Henry Ford in his new assembly line factories.;;;;;;;x
pneumatic_drill;Pneumatic Drill;;;;;;;x
pneumatic_drill_desc;The pneumatic drill is a mechanical drill driven by compressed air. Reciprocating pistons drive the compressed air upwards and down, propelling the drill bit into a surface and then drawing it out again. Pneumatic tools became preferred in the construction and operation of mining shafts and tunnels. Earlier tools had required steam power, and steam power required fire which was too dangerous due to the risk of igniting flammable gases underground. Larger pneumatic drilling machines utilized an external air compressor which could also help to ventilate the underground mines.;;;;;;;x
steam_shovel;Steam Shovel;;;;;;;x
steam_shovel_desc;The steam shovel was the first powered excavating machine. Willia Otis patented an original design in 1839. Early steam shovels were 'partial-swing,' meaning the boom and winch could not rotate a full 360 degrees. Steam shovels became more widespread in the last half of the nineteenth century with the development of steel cables and a full-swing design. Steam shovels operated on railways until the invention of caterpillar tracks, and were heavily involved in the development of large-scale,open-pit mining. 102 steam shovels were employed to excavate the Panama Canal.;;;;;;;x
mine_cutting_machines;Mine Cutting Machines;;;;;;;x
