Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
expand_in_russia_desc;We have secured the glorious city of St Petersburg and with it, all the trade in the Baltic!;;;;;;;x
acceptance_of_stotland_title;Acceptance of Scotland!;;;;;;;x
acceptance_of_stotland_desc;Now that we have reclaim Scotland, it's time to give the local population the same rights as the Danes, and integrate them into the glorious Scandinavian Empire! You won't be able to accept Estonian if you accept Scottish..;;;;;;;x
accept_slovak_title;Accept the Slovaks!;;;;;;;x
accept_slovak_desc;It's been long since we have occupied Slovakia and it's time to give them citizenship!;;;;;;;x
scotish_acceptance_title;Acceptance of the Scottish!;;;;;;;x
scotish_acceptance_desc;With the reconquest of the Scottish state, we give them citizenship, as we did in the past!;;;;;;;x
declaration_an_mein_volk_title;An Mein Volk!;;;;;;;x
declaration_an_mein_volk_desc;So wenig fur Mein treues Volk, als fur Deutsche, bedarf es einer Rechenschaft uber die Ursachen des Krieges, welcher jetzt beginnt. Klar liegen dem unverblendeten Europa vor Augen. Wir erlagen der Uebermacht Frankreichs. Der Friede, der die Halfte Meiner Unterthanen mit entriss, gab uns seine Segnungen nicht, denn er schlug uns tiefere Wunden als selbst der Krieg.;;;;;;;x
acceptance_of_ukraine_title;Acceptance of Ukrainians!;;;;;;;x
acceptance_of_ukraine_desc;We should give citizenship to the Ukrainian people, they are now a part of our country and should be able to live as true citizens! ;;;;;;;x
acceptance_of_ukraine_RUS_title;Acceptance of Ukrainians!;;;;;;;x
acceptance_of_ukraine_RUS_desc;We should give citizenship to the Ukrainian people, they are now a part of our country and should be able to live as true citizens!;;;;;;;x
acceptance_of_belarus_title;Acceptance of Byelorussians!;;;;;;;x
acceptance_of_belarus_desc;We should give citizenship to the Byelorussian people, they are now a part of our country and should be able to live as true citizens!;;;;;;;x
acceptance_of_belarus_RUS_title;Acceptance of Byelorussians!;;;;;;;x
acceptance_of_belarus_RUS_desc;We should give citizenship to the BelByelorussian people, they are now a part of our country and should be able to live as true citizens!;;;;;;;x
acceptance_of_steppe1_title;Acceptance of the southern tribes!;;;;;;;x
acceptance_of_steppe1_desc;After invading our homes centuries ago, nomadic tribes settled down in Caucasia. Now , we rule over them but instead of showing them cruelty for the crimes they commited centuries ago, may be it's time to make peace with them and accept them as a part of our Empire!;;;;;;;x
acceptance_of_steppe2_title;Acceptance of the eastern tribes!;;;;;;;x
acceptance_of_steppe2_desc;The Eastern tribes have always been a problem to ous, but when they collapsed 400 years ago, we didn't stop expanding east. It's time now to accept them as part of our Empire!;;;;;;;x
southern_expansion_title;Push to the south!;;;;;;;x
southern_expansion_desc;Since Peter the Great, we're looking to get access to warm water. We had Sevastopol in Crimea, but now we have the Persian ports. However, they will never be ours if the local population isn't accepted and doesn't feel like a part of our empire. That's why we should accept them!;;;;;;;x
take_peru_title;Take Peru!;;;;;;;x
take_peru_desc;Peru, although quite culturally different from Argentina, is still closely related to us by virtue of being a fellow former Spanish colony. It only makes sense to bring them into our fold.;;;;;;;x
unite_north_italy_title;Remake the Kingdom of Italy;;;;;;;x
unite_north_italy_desc;With the Annexation of the Kingdom of Italy by France in 1826 and the death of Napoleon in 1835, the North of Italy exploded into different factions. It's time to unite them under one flag!;;;;;;;x
double_down_in_the_balkans_gre_title;Double down in the Balkans;;;;;;;x
double_down_in_the_balkans_gre_desc;We should focus on the Balkans expansion and find peace with the Ottomans after so many years of war. We could become a strong land power and make the Ottomans our fleet!;;;;;;;x
accept_cisalpine_title;Accept the Cisalpine people!;;;;;;;x
accept_cisalpine_desc;We have united Italy and should accept every italian!;;;;;;;x
acceptance_of_steppe3_title;Acceptance of the Mongolians;;;;;;;x
acceptance_of_steppe3_desc;Mongolia is the last steppe that isn't ours. This is the final step in our Eastern plan. Now it's time to integrate them!;;;;;;;x
ENG_ireland_title;Accept the Irish;;;;;;;x
ENG_ireland_desc;We have ended the reconquest of the British Isles and should accept the Irish people living there!;;;;;;;x
wales_expansion_eng_title;Acceptance of the Welsh;;;;;;;x
wales_expansion_eng_desc;Since the departure of the monarchy to Canada, the Welsh have never accepted us. Now it's time to re-unite with them;;;;;;;x
na_expansion_title;The Question of Canada;;;;;;;x
na_expansion_desc;Canadian land was a part of our Empire, before we gave them their own nation to appease their calls for autonomy. But now that we have consolidated our power, we can annex them back while giving the population equal rights to prevent any revolts.;;;;;;;x
retake_texas_title;Take Texas;;;;;;;x
retake_texas_desc;The land of cows and cowboys is ours.;;;;;;;x
annex_bolivia_title;Annex Bolivia;;;;;;;x
annex_bolivia_desc;After many years under our rule and with a constant effort to centralise our country, we can finally annex Bolivia as a part of our country;;;;;;;x
mexican_empire_title;Form The Mexican Empire;;;;;;;x
mexican_empire_desc;With the conquest of the USCA we have gained the legiticamy to make Agustin de Iturbide our emperor. He shall rule the Mexican Empire like modern kings, with a parliement. There is no doubts that he will lead us to a glorious future!;;;;;;;x
southern_destiny_title;Southern Destiny;;;;;;;x
southern_destiny_desc;After the conquest of the West, it's only logical that our destiny lies south. Take this dye and make me a new carpet at home! Accepting Canadians and coring North Mexico are mutually exclusive.;;;;;;;x
host_options_title;Host Nation Options;;;;;;;x
host_options_desc;This spawns a menu that allows you to ally every nation or kick specific players;;;;;;;x
form_peru_bolivia_confederation_title;Form The Peru-Bolivian Confederation;;;;;;;x
form_peru_bolivia_confederation_desc;The time to unite the Andean peoples is upon us! We must create a vanguard nation state to call all Andeans home. Long live Peru-Bolivia!;;;;;;;x
RUS_choose_path_title;Choose Your Path;;;;;;;x
RUS_choose_path_desc;We can choose between Finnish, Estonian, Latvian, Belarussian and Ukrainian or Tatar, Caucasian, Georgian, Mongolian, Aryan, Azerbaijani and Turkic.;;;;;;;x
open_unsiege_system_title;Open the unsiege System;;;;;;;x				
open_unsiege_system_desc;Gives you access to the Unsiege system;;;;;;;x				
close_unsiege_system_title;Close the Unsiege System;;;;;;;x				
close_unsiege_system_desc;Hides the Unsiege System;;;;;;;x				
unsiege_this_nation_title;SELECT the Nations to be unsieged!;;;;;;;x				
unsiege_this_nation_desc;Unally the player you want to unsiege and then press this decision. If you automatically re-allied them, it worked and the flag is set!;;;;;;;x			
unsiege_now_title;START the unsiege!;;;;;;;x				
unsiege_now_desc;If you press this decision, every player nation with the unsiege flag gets fully unsieged;;;;;;;x
clear_unsiege_flags_title;Clear all Unsiege flags;;;;;;;x				
clear_unsiege_flags_desc;Removes all leftover Unsiege flags (safety);;;;;;;x
